user_id,partner_id,signup_days,age_group,kyc_status,uses_payments,uses_lending,uses_investing,uses_insurance,product_count,logins_30d,txn_count_30d,txn_volume_30d,support_tickets_30d,feature_clicks_30d,days_since_last_login,days_since_last_txn,recency,frequency,monetary,lifecycle_stage,churned,days_to_churn
U000212,PAY_CORP,560,35-44,verified,1,1,0,0,2,9,24,558.51,3,118,18,19,19,24,558.51,Active,0,381
U000213,WALLET_GO,255,35-44,verified,1,0,0,0,1,8,11,2947.42,1,105,53,112,112,11,2947.42,Dormant,0,346
U000214,WALLET_GO,148,25-34,verified,1,0,1,0,2,33,34,1344.82,2,70,52,75,75,34,1344.82,Dormant,0,700
U000215,WALLET_GO,683,25-34,verified,1,1,0,0,2,17,53,431.06,4,54,36,19,19,53,431.06,Dormant,0,472
U000216,PAY_CORP,366,25-34,verified,0,0,1,1,2,1,53,7693.29,5,84,34,2,2,53,7693.29,Dormant,0,462
U000217,PAY_CORP,623,45-54,verified,1,0,0,0,1,0,54,317.02,4,92,31,56,56,54,317.02,Dormant,0,261
U000218,INSURE_IT,226,18-24,verified,1,0,0,0,1,31,20,2940.39,3,65,40,86,86,20,2940.39,Dormant,0,391
U000219,LEND_NOW,278,35-44,verified,1,1,1,1,4,21,44,3570.21,1,76,20,4,4,44,3570.21,Champion,0,284
U000220,LEND_NOW,266,25-34,verified,1,1,0,0,2,21,26,4125.54,2,78,35,47,47,26,4125.54,Dormant,0,206
U000221,LEND_NOW,287,35-44,verified,1,1,0,0,2,12,17,2389.66,5,64,36,60,60,17,2389.66,Dormant,1,32
U000222,INVEST_X,331,35-44,verified,0,0,0,0,0,9,45,166.29,1,71,0,42,42,45,166.29,Active,0,392
U000223,INSURE_IT,235,35-44,verified,1,0,0,0,1,37,15,1513.09,3,104,75,74,74,15,1513.09,Churned,1,112
U000224,PAY_CORP,591,35-44,pending,1,0,0,0,1,19,38,489.46,0,26,4,103,103,38,489.46,Champion,0,232
U000225,INSURE_IT,255,25-34,failed,1,0,0,0,1,41,4,8127.12,4,20,61,91,91,4,8127.12,Churned,1,113
U000226,PAY_CORP,334,25-34,verified,1,1,1,0,3,26,35,5514.44,2,28,17,55,55,35,5514.44,Champion,0,612
U000227,INVEST_X,623,45-54,verified,1,0,0,0,1,5,28,5032.68,3,118,4,23,23,28,5032.68,Active,0,670
U000228,INVEST_X,331,18-24,pending,0,1,1,0,2,19,4,6029.12,0,99,75,91,91,4,6029.12,Churned,0,527
U000229,PAY_CORP,37,45-54,verified,1,1,0,0,2,38,23,3685.98,3,97,64,119,119,23,3685.98,Churned,1,35
U000230,PAY_CORP,30,35-44,pending,1,0,1,0,2,3,54,2270.56,3,91,28,38,38,54,2270.56,Onboarding,0,696
U000231,LEND_NOW,330,45-54,verified,0,0,0,0,0,9,14,5335.41,4,111,51,38,38,14,5335.41,Dormant,1,15
U000232,INSURE_IT,477,25-34,verified,1,0,1,0,2,22,23,2021.94,5,66,86,52,52,23,2021.94,Churned,1,127
U000233,INVEST_X,680,35-44,verified,1,1,0,0,2,13,39,1516.04,1,116,48,64,64,39,1516.04,Dormant,0,632
U000234,INSURE_IT,120,18-24,verified,1,0,0,0,1,27,7,70.99,5,0,58,106,106,7,70.99,Dormant,0,578
U000235,WALLET_GO,404,55+,pending,1,0,0,0,1,39,12,6144.85,4,23,30,111,111,12,6144.85,Dormant,0,692
U000236,LEND_NOW,229,35-44,pending,1,0,0,0,1,31,18,917.28,2,83,12,25,25,18,917.28,Champion,0,478
U000237,WALLET_GO,340,35-44,verified,1,0,1,0,2,16,5,1671.48,2,116,89,67,67,5,1671.48,Churned,0,644
U000238,PAY_CORP,335,35-44,verified,0,0,1,0,1,36,28,300.23,4,30,85,40,40,28,300.23,Churned,1,142
U000239,PAY_CORP,245,25-34,failed,1,1,0,0,2,0,25,1038.81,3,68,26,35,35,25,1038.81,At-Risk,1,44
U000240,WALLET_GO,42,35-44,pending,0,0,1,1,2,33,10,765.79,2,12,30,62,62,10,765.79,Dormant,0,405
U000241,WALLET_GO,80,45-54,verified,1,1,1,0,3,2,43,1524.61,3,71,82,50,50,43,1524.61,Churned,1,81
U000242,PAY_CORP,390,18-24,verified,1,0,1,0,2,8,33,1576.52,2,97,67,112,112,33,1576.52,Churned,0,283
U000243,INVEST_X,184,55+,verified,1,0,1,0,2,15,11,10377.79,5,34,7,30,30,11,10377.79,Champion,0,330
U000244,INVEST_X,255,45-54,verified,1,0,0,1,2,6,16,1033.27,4,71,44,102,102,16,1033.27,Dormant,0,641
U000245,WALLET_GO,92,55+,pending,1,0,0,0,1,39,35,1665.64,1,22,16,1,1,35,1665.64,Champion,0,262
U000246,INVEST_X,64,45-54,pending,1,0,0,0,1,28,17,6788.41,4,44,30,80,80,17,6788.41,Dormant,0,528
U000247,LEND_NOW,117,25-34,pending,0,0,0,0,0,3,5,5172.56,2,20,48,29,29,5,5172.56,Dormant,0,582
U000248,LEND_NOW,290,35-44,verified,1,1,1,0,3,32,46,8230.58,2,38,81,48,48,46,8230.58,Churned,0,714
U000249,LEND_NOW,142,18-24,failed,1,1,0,0,2,8,16,964.61,0,3,14,87,87,16,964.61,Active,0,637
U000250,INVEST_X,189,45-54,failed,1,1,0,0,2,33,38,2254.44,2,11,57,62,62,38,2254.44,Dormant,0,690
U000251,WALLET_GO,238,18-24,verified,1,1,0,0,2,43,50,898.97,2,43,79,6,6,50,898.97,Churned,0,713
U000252,LEND_NOW,231,45-54,pending,1,0,0,0,1,2,3,942.91,5,7,53,44,44,3,942.91,Dormant,0,670
U000253,PAY_CORP,37,25-34,verified,1,0,0,0,1,18,8,1037.99,4,98,50,91,91,8,1037.99,Dormant,0,415
U000254,PAY_CORP,110,18-24,verified,1,0,0,0,1,28,15,1287.69,3,1,68,83,83,15,1287.69,Churned,0,478
U000255,WALLET_GO,685,18-24,verified,1,1,1,0,3,39,39,6189.64,1,88,58,79,79,39,6189.64,Dormant,0,366
U000256,WALLET_GO,490,35-44,verified,1,1,0,0,2,29,0,10247.02,2,53,3,31,31,0,10247.02,Active,0,359
U000257,PAY_CORP,115,25-34,verified,1,0,0,0,1,17,0,647.59,3,3,58,91,91,0,647.59,Dormant,1,85
U000258,PAY_CORP,225,25-34,verified,1,1,1,0,3,2,48,1117.44,3,12,23,43,43,48,1117.44,At-Risk,0,279
U000259,INVEST_X,294,18-24,verified,1,0,0,1,2,23,32,1526.1,4,97,53,43,43,32,1526.1,Dormant,0,273
U000260,PAY_CORP,654,25-34,verified,1,0,0,0,1,19,7,882.91,3,110,14,117,117,7,882.91,Active,0,570
U000261,WALLET_GO,636,55+,verified,0,0,0,1,1,42,14,762.84,3,66,53,70,70,14,762.84,Dormant,0,181
U000262,LEND_NOW,561,25-34,verified,1,1,0,0,2,22,32,23012.15,2,12,66,114,114,32,23012.15,Churned,0,216
U000263,PAY_CORP,103,25-34,failed,1,1,0,0,2,43,13,8454.04,5,35,85,104,104,13,8454.04,Churned,1,120
U000264,INSURE_IT,368,18-24,verified,1,0,0,0,1,25,7,3380.41,0,31,47,49,49,7,3380.41,Dormant,0,559
U000265,PAY_CORP,363,18-24,pending,1,0,0,0,1,7,30,2222.21,0,59,51,53,53,30,2222.21,Dormant,1,3
U000266,PAY_CORP,469,25-34,failed,1,0,0,0,1,3,4,713.58,3,30,77,64,64,4,713.58,Churned,1,86
U000267,PAY_CORP,612,18-24,verified,1,1,0,1,3,30,59,6719.22,4,2,47,93,93,59,6719.22,Dormant,1,139
U000268,PAY_CORP,251,18-24,pending,1,0,0,0,1,8,44,2552.39,4,38,45,40,40,44,2552.39,Dormant,0,702
U000269,PAY_CORP,414,18-24,verified,1,0,0,0,1,19,14,1499.34,5,53,9,100,100,14,1499.34,Champion,0,283
U000270,PAY_CORP,212,25-34,failed,1,1,1,1,4,31,57,4723.92,4,91,70,53,53,57,4723.92,Churned,0,344
U000271,PAY_CORP,175,45-54,verified,1,0,0,0,1,6,33,348.93,4,34,46,82,82,33,348.93,Dormant,1,152
U000272,PAY_CORP,246,18-24,pending,1,0,0,0,1,5,15,2716.64,5,17,22,15,15,15,2716.64,Active,0,361
U000273,INVEST_X,537,35-44,verified,1,1,1,0,3,1,22,2184.34,2,73,51,71,71,22,2184.34,Dormant,1,177
U000274,INVEST_X,332,35-44,verified,1,1,0,0,2,14,46,1909.17,2,98,37,99,99,46,1909.17,Dormant,0,412
U000275,LEND_NOW,500,45-54,pending,1,1,0,0,2,22,41,2202.57,1,95,32,11,11,41,2202.57,Dormant,0,401
U000276,LEND_NOW,506,25-34,pending,1,0,0,0,1,18,22,6684.77,1,35,44,8,8,22,6684.77,Dormant,0,535
U000277,LEND_NOW,279,45-54,pending,1,0,1,0,2,4,55,537.49,1,64,52,82,82,55,537.49,Dormant,0,344
U000278,WALLET_GO,688,45-54,failed,1,0,1,0,2,25,4,8859.38,1,27,71,111,111,4,8859.38,Churned,0,459
U000279,WALLET_GO,61,55+,pending,1,0,0,1,2,42,25,2834.84,2,74,71,67,67,25,2834.84,Churned,0,253
U000280,PAY_CORP,648,45-54,verified,1,1,0,0,2,10,16,6152.55,4,113,32,97,97,16,6152.55,Dormant,0,611
U000281,PAY_CORP,35,18-24,failed,1,1,0,0,2,11,54,75.86,1,117,66,30,30,54,75.86,Churned,0,635
U000282,PAY_CORP,293,55+,verified,1,0,0,0,1,2,11,3211.38,3,7,19,18,18,11,3211.38,At-Risk,0,404
U000283,PAY_CORP,599,45-54,verified,1,0,0,0,1,19,55,3748.99,3,87,78,62,62,55,3748.99,Churned,0,508
U000284,INVEST_X,502,25-34,verified,1,0,0,0,1,7,44,7726.81,0,89,20,58,58,44,7726.81,Active,0,574
U000285,LEND_NOW,251,18-24,verified,1,1,1,0,3,32,52,2325.01,1,23,57,70,70,52,2325.01,Dormant,0,530
U000286,PAY_CORP,641,55+,verified,1,0,0,0,1,25,22,383.95,0,82,53,116,116,22,383.95,Dormant,0,677
U000287,LEND_NOW,125,18-24,pending,0,1,0,0,1,22,14,2088.02,0,115,7,42,42,14,2088.02,Champion,0,699
U000288,INVEST_X,492,45-54,verified,1,0,1,0,2,3,10,1416.07,0,49,74,105,105,10,1416.07,Churned,0,481
U000289,PAY_CORP,387,25-34,pending,1,1,0,0,2,16,42,831.57,4,29,53,29,29,42,831.57,Dormant,1,59
U000290,WALLET_GO,172,35-44,verified,1,0,1,0,2,25,5,6583.18,5,70,86,17,17,5,6583.18,Churned,0,289
U000291,PAY_CORP,665,18-24,failed,1,0,1,1,3,28,20,2554.66,4,58,16,103,103,20,2554.66,Champion,0,302
U000292,INSURE_IT,558,35-44,verified,0,0,0,0,0,43,26,1700.4,0,33,22,25,25,26,1700.4,Champion,0,536
U000293,PAY_CORP,35,35-44,verified,1,1,0,0,2,8,11,6961.57,1,99,40,37,37,11,6961.57,Dormant,1,94
U000294,WALLET_GO,89,55+,pending,0,1,0,0,1,40,27,1468.67,4,75,80,14,14,27,1468.67,Churned,0,466
U000295,INSURE_IT,68,25-34,verified,1,0,0,1,2,22,27,97.24,3,62,80,87,87,27,97.24,Churned,0,635
U000296,INSURE_IT,316,18-24,verified,1,0,1,0,2,19,9,5650.99,2,51,72,46,46,9,5650.99,Churned,0,651
U000297,WALLET_GO,317,25-34,verified,1,1,1,0,3,43,28,12797.36,4,96,7,76,76,28,12797.36,Champion,0,519
U000298,WALLET_GO,529,18-24,verified,0,1,0,0,1,12,33,3509.24,0,57,84,47,47,33,3509.24,Churned,0,435
U000299,INVEST_X,496,55+,verified,0,0,1,0,1,35,38,3107.54,2,74,68,10,10,38,3107.54,Churned,0,392
U000300,WALLET_GO,40,18-24,verified,1,1,1,1,4,25,15,2529.86,3,38,27,7,7,15,2529.86,Champion,0,261
U000301,PAY_CORP,358,25-34,verified,1,1,0,0,2,15,19,765.06,3,94,31,119,119,19,765.06,Dormant,1,174
U000302,INVEST_X,571,45-54,verified,1,1,0,1,3,11,55,5377.75,3,26,83,110,110,55,5377.75,Churned,0,586
U000303,LEND_NOW,649,25-34,verified,1,0,0,0,1,41,4,4450.04,1,42,67,43,43,4,4450.04,Churned,1,167
U000304,WALLET_GO,231,25-34,verified,1,0,1,0,2,35,17,1826.42,5,27,37,42,42,17,1826.42,Dormant,0,428
U000305,LEND_NOW,60,35-44,pending,1,0,0,0,1,39,17,3330.43,1,117,16,62,62,17,3330.43,Champion,0,637
U000306,LEND_NOW,135,25-34,pending,1,0,0,0,1,34,14,299.82,3,47,35,12,12,14,299.82,Dormant,0,437
U000307,INVEST_X,264,45-54,verified,1,0,0,0,1,12,49,5761.66,2,55,8,37,37,49,5761.66,Active,0,443
U000308,PAY_CORP,335,35-44,pending,1,1,0,0,2,40,53,3957.69,3,111,52,76,76,53,3957.69,Dormant,0,658
U000309,PAY_CORP,272,25-34,failed,1,0,0,0,1,42,51,142.46,3,62,70,58,58,51,142.46,Churned,0,675
U000310,LEND_NOW,92,35-44,failed,1,1,1,1,4,34,11,3733.86,3,70,29,75,75,11,3733.86,Champion,0,529
U000311,LEND_NOW,264,45-54,verified,1,0,0,0,1,21,4,3537.36,4,55,57,95,95,4,3537.36,Dormant,1,34
U000312,PAY_CORP,230,25-34,verified,1,1,0,0,2,23,52,1194.96,4,26,77,62,62,52,1194.96,Churned,1,98
U000313,LEND_NOW,366,35-44,verified,1,0,0,0,1,41,12,4843.28,1,13,84,106,106,12,4843.28,Churned,1,27
U000314,LEND_NOW,84,25-34,verified,1,0,0,0,1,15,47,5942.09,4,87,11,106,106,47,5942.09,Champion,0,418
U000315,LEND_NOW,575,35-44,verified,1,0,1,0,2,24,3,3582.64,2,13,33,56,56,3,3582.64,Dormant,0,302
U000316,LEND_NOW,317,35-44,verified,1,0,0,0,1,40,36,321.68,0,51,6,104,104,36,321.68,Champion,0,694
U000317,INVEST_X,249,18-24,verified,1,0,0,0,1,4,29,461.64,5,5,41,100,100,29,461.64,Dormant,0,222
U000318,PAY_CORP,655,25-34,failed,0,0,0,1,1,25,52,4797.14,0,49,61,51,51,52,4797.14,Churned,1,139
U000319,INSURE_IT,543,18-24,verified,1,0,0,0,1,6,10,829.68,5,91,59,61,61,10,829.68,Dormant,0,433
U000320,INSURE_IT,124,35-44,pending,1,0,0,0,1,38,4,720.13,0,45,43,77,77,4,720.13,Dormant,1,82
U000321,LEND_NOW,131,35-44,pending,0,1,0,0,1,22,46,3150.14,0,20,14,60,60,46,3150.14,Champion,0,472
U000322,LEND_NOW,31,25-34,verified,0,0,0,0,0,25,22,3739.69,5,87,85,28,28,22,3739.69,Churned,0,513
U000323,INVEST_X,416,18-24,verified,1,1,0,0,2,1,49,392.66,4,94,0,41,41,49,392.66,At-Risk,0,480
U000324,WALLET_GO,274,55+,pending,1,0,0,0,1,1,16,971.51,3,115,79,26,26,16,971.51,Churned,1,111
U000325,INVEST_X,288,25-34,verified,1,0,0,1,2,34,29,1250.44,3,110,72,69,69,29,1250.44,Churned,0,595
U000326,WALLET_GO,381,25-34,verified,1,1,0,0,2,43,32,882.58,5,86,87,59,59,32,882.58,Churned,0,461
U000327,INVEST_X,402,18-24,verified,1,0,0,0,1,13,27,1887.47,3,26,43,105,105,27,1887.47,Dormant,0,467
U000328,INVEST_X,30,35-44,verified,1,0,0,0,1,27,37,2313.92,0,96,10,106,106,37,2313.92,Onboarding,0,499
U000329,PAY_CORP,104,25-34,verified,1,0,0,1,2,1,32,4222.42,3,18,85,2,2,32,4222.42,Churned,0,645
U000330,WALLET_GO,574,45-54,pending,1,1,0,0,2,5,25,9441.3,4,30,3,29,29,25,9441.3,Active,0,431
U000331,PAY_CORP,687,35-44,verified,0,0,0,0,0,29,14,5874.9,2,103,9,8,8,14,5874.9,Champion,0,267
U000332,INVEST_X,607,18-24,failed,1,1,1,0,3,10,10,3458.76,1,30,40,52,52,10,3458.76,Dormant,0,198
U000333,WALLET_GO,655,35-44,verified,0,0,1,0,1,27,41,432.59,4,117,16,9,9,41,432.59,Champion,0,566
U000334,PAY_CORP,349,25-34,pending,1,0,0,0,1,32,54,2985.56,1,59,11,14,14,54,2985.56,Champion,0,357
U000335,INVEST_X,600,18-24,pending,0,1,0,0,1,5,40,8208.91,3,100,4,119,119,40,8208.91,Active,0,447
U000336,PAY_CORP,638,35-44,verified,1,1,0,0,2,30,8,544.66,4,34,62,96,96,8,544.66,Churned,0,645
U000337,WALLET_GO,646,25-34,pending,1,1,0,0,2,8,8,3749.84,4,41,84,25,25,8,3749.84,Churned,0,665
U000338,PAY_CORP,133,45-54,pending,1,0,0,1,2,19,24,7006.29,0,83,76,106,106,24,7006.29,Churned,0,500
U000339,INSURE_IT,131,35-44,verified,1,1,1,0,3,33,18,489.94,4,63,73,116,116,18,489.94,Churned,0,419
U000340,PAY_CORP,307,25-34,pending,1,0,0,0,1,21,13,2492.36,3,33,43,1,1,13,2492.36,Dormant,0,343
U000341,INSURE_IT,377,55+,verified,1,0,0,1,2,6,28,7702.24,2,35,87,114,114,28,7702.24,Churned,0,580
U000342,WALLET_GO,691,35-44,verified,1,0,1,0,2,33,29,450.58,1,28,10,54,54,29,450.58,Champion,0,535
U000343,INVEST_X,249,18-24,verified,0,0,1,0,1,0,54,2198.72,0,65,84,102,102,54,2198.72,Churned,0,415
U000344,WALLET_GO,603,35-44,verified,1,0,0,0,1,44,46,5006.17,2,23,87,58,58,46,5006.17,Churned,1,143
U000345,WALLET_GO,642,55+,verified,1,1,1,0,3,44,9,7261.01,0,51,19,55,55,9,7261.01,Active,0,631
U000346,INSURE_IT,696,25-34,verified,0,0,0,0,0,38,34,550.89,0,71,12,100,100,34,550.89,Champion,0,346
U000347,PAY_CORP,160,25-34,failed,1,0,0,1,2,13,4,2931.04,3,100,79,74,74,4,2931.04,Churned,0,578
U000348,INVEST_X,196,25-34,verified,1,1,0,0,2,1,59,9197.65,5,19,62,40,40,59,9197.65,Churned,1,40
U000349,PAY_CORP,181,25-34,pending,1,1,0,0,2,40,7,988.69,2,112,67,22,22,7,988.69,Churned,0,563
U000350,INVEST_X,537,18-24,verified,1,0,0,0,1,31,56,165.04,5,112,53,24,24,56,165.04,Dormant,0,512
U000351,PAY_CORP,503,35-44,verified,1,1,0,1,3,18,14,208.36,4,40,27,44,44,14,208.36,Champion,0,404
U000352,INVEST_X,310,45-54,pending,1,1,1,0,3,10,59,855.5,0,77,29,7,7,59,855.5,Active,0,190
U000353,INVEST_X,91,35-44,verified,0,0,1,0,1,43,36,2000.98,0,117,44,45,45,36,2000.98,Dormant,0,190
U000354,LEND_NOW,389,18-24,verified,1,0,0,0,1,17,33,5080.93,2,94,83,32,32,33,5080.93,Churned,0,215
U000355,INVEST_X,535,25-34,failed,1,0,0,1,2,19,1,7431.89,0,102,48,29,29,1,7431.89,Dormant,0,630
U000356,WALLET_GO,357,18-24,verified,1,0,1,0,2,35,43,603.6,0,116,29,103,103,43,603.6,Champion,0,435
U000357,WALLET_GO,215,25-34,verified,0,1,0,0,1,33,2,208.35,4,97,24,58,58,2,208.35,Active,0,513
U000358,LEND_NOW,438,35-44,verified,1,0,0,0,1,17,31,2901.28,0,97,17,83,83,31,2901.28,Champion,0,362
U000359,INVEST_X,486,25-34,verified,1,0,0,0,1,43,53,1835.91,5,116,27,48,48,53,1835.91,Champion,0,505
U000360,INSURE_IT,437,45-54,verified,1,0,1,0,2,20,45,840.28,1,82,80,30,30,45,840.28,Churned,1,133
U000361,PAY_CORP,632,25-34,verified,1,0,0,0,1,12,7,666.04,5,28,71,85,85,7,666.04,Churned,1,17
U000362,PAY_CORP,246,35-44,verified,1,0,0,1,2,8,9,216.62,0,32,71,60,60,9,216.62,Churned,1,65
U000363,PAY_CORP,450,45-54,verified,1,0,1,0,2,1,19,3173.72,2,64,31,114,114,19,3173.72,Dormant,0,342
U000364,INVEST_X,619,35-44,verified,1,0,0,0,1,3,43,1294.89,0,117,63,3,3,43,1294.89,Churned,0,566
U000365,LEND_NOW,176,45-54,verified,1,1,0,0,2,20,21,121.94,5,116,34,62,62,21,121.94,Dormant,0,644
U000366,WALLET_GO,224,45-54,failed,1,1,1,0,3,44,36,3874.6,0,84,56,21,21,36,3874.6,Dormant,0,445
U000367,INVEST_X,63,35-44,pending,1,0,0,1,2,34,47,148.78,0,68,84,19,19,47,148.78,Churned,1,56
U000368,LEND_NOW,288,25-34,verified,1,1,0,0,2,8,42,5385.95,5,2,3,60,60,42,5385.95,Active,0,486
U000369,WALLET_GO,60,25-34,failed,0,1,0,0,1,25,54,1987.45,4,1,77,23,23,54,1987.45,Churned,0,348
U000370,WALLET_GO,544,45-54,pending,1,1,1,0,3,17,51,4690.56,4,19,6,40,40,51,4690.56,Champion,0,505
U000371,PAY_CORP,91,18-24,verified,1,0,1,0,2,37,46,4115.54,1,95,14,99,99,46,4115.54,Champion,0,700
U000372,LEND_NOW,507,55+,verified,1,0,0,0,1,11,14,56.27,3,115,44,61,61,14,56.27,Dormant,0,481
U000373,LEND_NOW,430,25-34,verified,1,1,1,0,3,12,30,3327.97,1,110,12,1,1,30,3327.97,Active,0,417
U000374,PAY_CORP,711,35-44,verified,1,0,0,1,2,31,47,810.92,0,105,83,90,90,47,810.92,Churned,0,446
U000375,PAY_CORP,270,25-34,verified,1,0,0,0,1,3,32,3285.4,2,62,24,12,12,32,3285.4,Active,0,220
U000376,INSURE_IT,267,55+,verified,0,0,0,0,0,12,49,776.05,3,5,5,106,106,49,776.05,Active,0,423
U000377,LEND_NOW,197,18-24,failed,1,1,0,0,2,9,26,2104.65,1,95,61,73,73,26,2104.65,Churned,0,539
U000378,LEND_NOW,400,25-34,verified,1,0,1,0,2,19,55,8167.94,5,115,40,12,12,55,8167.94,Dormant,1,106
U000379,WALLET_GO,181,45-54,verified,1,0,0,0,1,10,58,5296.86,3,42,31,101,101,58,5296.86,Dormant,0,365
U000380,INVEST_X,108,25-34,failed,1,0,0,0,1,37,18,237.08,5,102,62,10,10,18,237.08,Churned,1,90
U000381,INSURE_IT,684,25-34,verified,1,0,0,0,1,15,57,7791.1,2,112,40,85,85,57,7791.1,Dormant,0,193
U000382,WALLET_GO,498,45-54,verified,1,1,0,0,2,16,24,1666.94,1,118,47,95,95,24,1666.94,Dormant,0,267
U000383,LEND_NOW,111,45-54,verified,0,1,1,0,2,14,45,8916.64,3,0,0,19,19,45,8916.64,Active,0,335
U000384,LEND_NOW,456,18-24,verified,0,1,0,1,2,19,38,2667.05,1,99,2,26,26,38,2667.05,Champion,0,592
U000385,INSURE_IT,240,35-44,verified,1,0,0,0,1,10,52,2241.65,2,47,39,111,111,52,2241.65,Dormant,0,270
U000386,WALLET_GO,154,25-34,verified,1,0,0,0,1,32,53,2121.98,0,63,2,40,40,53,2121.98,Champion,0,463
U000387,INSURE_IT,355,25-34,pending,1,1,1,0,3,5,33,9204.25,0,54,24,66,66,33,9204.25,Active,0,561
U000388,PAY_CORP,573,35-44,verified,1,0,0,0,1,3,7,3042.15,5,76,54,106,106,7,3042.15,Dormant,0,553
U000389,WALLET_GO,30,18-24,pending,1,0,0,0,1,23,33,1227.53,4,89,31,71,71,33,1227.53,Onboarding,0,639
U000390,INVEST_X,275,25-34,pending,1,0,0,0,1,21,36,1703.94,4,93,42,57,57,36,1703.94,Dormant,1,70
U000391,PAY_CORP,665,25-34,verified,1,0,0,0,1,32,44,278.17,4,25,4,89,89,44,278.17,Champion,0,681
U000392,INVEST_X,302,45-54,verified,1,0,0,0,1,4,41,4151.88,4,24,44,79,79,41,4151.88,Dormant,1,91
U000393,INVEST_X,98,35-44,verified,1,0,1,0,2,40,21,3736.23,4,8,44,67,67,21,3736.23,Dormant,0,490
U000394,PAY_CORP,325,25-34,verified,0,1,0,0,1,26,49,2815.96,0,69,20,27,27,49,2815.96,Champion,0,410
U000395,LEND_NOW,500,55+,verified,1,0,0,0,1,12,39,1195.42,3,104,55,101,101,39,1195.42,Dormant,1,117
U000396,WALLET_GO,717,45-54,verified,0,0,1,0,1,34,44,12025.43,2,102,32,40,40,44,12025.43,Dormant,1,89
U000397,PAY_CORP,463,25-34,verified,1,1,1,0,3,29,25,8278.34,2,33,36,33,33,25,8278.34,Dormant,0,461
U000398,LEND_NOW,64,55+,verified,1,0,1,0,2,40,20,6119.34,4,62,45,34,34,20,6119.34,Dormant,1,149
U000399,LEND_NOW,588,25-34,verified,1,0,0,1,2,23,55,796.63,4,78,7,11,11,55,796.63,Champion,0,342
U000400,LEND_NOW,568,25-34,verified,1,0,0,0,1,31,40,10280.14,3,107,80,21,21,40,10280.14,Churned,0,550
U000401,INSURE_IT,479,25-34,pending,1,0,0,0,1,39,21,881.71,5,79,35,28,28,21,881.71,Dormant,0,415
U000402,WALLET_GO,648,18-24,verified,1,0,0,0,1,37,22,3410.82,0,46,25,92,92,22,3410.82,Champion,0,269
U000403,PAY_CORP,560,35-44,pending,1,0,0,0,1,31,38,3494.79,4,116,26,63,63,38,3494.79,Champion,0,711
U000404,INSURE_IT,190,35-44,verified,0,1,0,0,1,17,27,870.72,5,48,25,102,102,27,870.72,Champion,0,220
U000405,WALLET_GO,320,45-54,verified,1,0,0,0,1,8,1,8180.51,1,114,35,86,86,1,8180.51,Dormant,0,656
U000406,PAY_CORP,380,25-34,pending,1,0,0,0,1,1,5,565.39,2,11,54,71,71,5,565.39,Dormant,1,48
U000407,WALLET_GO,367,18-24,failed,0,0,1,1,2,11,34,479.65,1,3,69,114,114,34,479.65,Churned,0,358
U000408,PAY_CORP,470,25-34,pending,1,0,0,0,1,21,10,1960.95,1,115,49,21,21,10,1960.95,Dormant,0,459
U000409,INSURE_IT,514,18-24,failed,0,0,1,0,1,28,46,5213.6,3,16,86,21,21,46,5213.6,Churned,1,109
U000410,INVEST_X,101,55+,verified,1,1,0,1,3,8,20,6230.03,4,90,31,38,38,20,6230.03,Dormant,0,549
U000411,INVEST_X,422,35-44,pending,1,0,0,0,1,33,49,8907.15,2,19,54,58,58,49,8907.15,Dormant,0,294
U000412,PAY_CORP,56,45-54,pending,1,1,1,1,4,39,46,1476.43,2,40,18,105,105,46,1476.43,Champion,0,623
U000413,WALLET_GO,382,45-54,pending,1,0,1,0,2,3,52,3296.27,2,90,35,104,104,52,3296.27,Dormant,0,574
U000414,PAY_CORP,321,25-34,pending,1,0,0,0,1,38,37,804.59,0,30,60,47,47,37,804.59,Churned,0,558
U000415,PAY_CORP,171,18-24,pending,1,0,0,0,1,29,30,791.64,5,78,44,93,93,30,791.64,Dormant,1,108
U000416,PAY_CORP,713,25-34,verified,1,1,0,0,2,3,40,6897.85,1,4,12,50,50,40,6897.85,Active,0,395
U000417,WALLET_GO,208,45-54,verified,1,1,0,0,2,7,35,1123.73,4,32,77,79,79,35,1123.73,Churned,1,24
U000418,PAY_CORP,68,25-34,verified,0,1,0,0,1,33,54,3477.3,4,44,36,69,69,54,3477.3,Dormant,0,655
U000419,INSURE_IT,277,18-24,verified,0,0,0,0,0,42,19,242.21,3,65,76,17,17,19,242.21,Churned,0,399
U000420,INVEST_X,552,35-44,verified,1,0,0,0,1,33,6,4210.21,2,29,58,86,86,6,4210.21,Dormant,0,343
U000421,PAY_CORP,36,25-34,pending,1,0,0,0,1,43,57,486.98,2,79,76,67,67,57,486.98,Churned,0,502
U000422,PAY_CORP,370,35-44,verified,1,0,1,0,2,16,49,369.33,4,17,69,4,4,49,369.33,Churned,1,123
U000423,PAY_CORP,317,18-24,verified,1,1,0,0,2,38,37,1024.22,1,37,83,31,31,37,1024.22,Churned,0,430
U000424,INVEST_X,627,35-44,verified,1,1,0,0,2,38,9,71.45,0,8,44,65,65,9,71.45,Dormant,0,538
U000425,WALLET_GO,31,25-34,verified,1,0,0,1,2,38,15,9078.82,5,73,79,51,51,15,9078.82,Churned,1,52
